document_id,source_file,section_or_page,document_type,source_org,category,service_task,risk_type,retrieval_tags,summary,key_evidence,recommended_output,chunk_text,metadata_json,reliability_score,priority,status,risk_category
DISPUTE_0005,소비자분쟁해결기준 개정안(2025).pdf,실내건축 품목별 하자기준,DISPUTE_STANDARD,공정거래위원회,타일,타일공사,"접착불량, 백화, 동해, 품질불량","타일, 백화, 동해, 접착불량, 규격미달",타일의 품질불량과 시공상 하자 유형을 리스크 유형으로 활용.,"타일은 변·퇴색, 기준규격 미달, 백화·동해현상, 접착불량 등이 하자 유형으로 제시됨.",타일 견적/시공 리포트에서 접착상태·줄눈·백화 리스크 안내.,"타일공사는 변·퇴색, 기준규격 미달, 백화·동해현상, 접착불량 등이 주요 하자 유형이므로 바탕면, 접착제, 줄눈 및 시공 후 들뜸 검사가 중요하다.","{""document_id"": ""DISPUTE_0005"", ""document_type"": ""DISPUTE_STANDARD"", ""source_file"": ""소비자분쟁해결기준 개정안(2025).pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""타일"", ""service_task"": ""타일공사"", ""risk_type"": [""접착불량"", ""백화"", ""동해"", ""품질불량""], ""retrieval_tags"": [""타일"", ""백화"", ""동해"", ""접착불량"", ""규격미달""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
DISPUTE_0006,54. 창호공사업(1개 업종).pdf,창호공사업 1),DISPUTE_STANDARD,공정거래위원회,창호,창호공사,"시공하자, 균열, 누수, 파손, 하자보수","창호, 샷시, 균열, 누수, 파손, 무상수리, 유상수리",창호공사 시공상 하자에 대한 하자보수 책임기간 내외 기준.,"시공상 하자(균열·누수·파손 등)는 하자보수 책임기간 이내 무상수리, 이후 유상수리.",창호/샷시 리스크 리포트에서 누수·균열·파손과 무상수리기간 확인 안내.,"창호공사에서 균열·누수·파손 등 시공상 하자가 발생한 경우, 하자보수 책임기간 이내에는 무상수리 기준을 적용하고 이후에는 유상수리 기준을 적용한다.","{""document_id"": ""DISPUTE_0006"", ""document_type"": ""DISPUTE_STANDARD"", ""source_file"": ""54. 창호공사업(1개 업종).pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""창호"", ""service_task"": ""창호공사"", ""risk_type"": [""시공하자"", ""균열"", ""누수"", ""파손"", ""하자보수""], ""retrieval_tags"": [""창호"", ""샷시"", ""균열"", ""누수"", ""파손"", ""무상수리"", ""유상수리""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
DISPUTE_0007,54. 창호공사업(1개 업종).pdf,창호공사업 2),DISPUTE_STANDARD,공정거래위원회,창호,창호 규격/자재,"규격미달, 차액환급, 교체시공","창호, 규격미달, 시공비 차액, 교체시공, 유리두께",창호 규격미달 시 교체시공 또는 시공비 차액 환급 기준.,규격미달은 사업자 책임 하에 교체시공하거나 시공비 차액 환급.,창호 견적 시 제품명·색상·유리두께 등 규격 명시 필요 안내.,"창호 자재가 계약 규격보다 미달하면 사업자 책임으로 교체시공하거나 시공비 차액 환급을 요구할 수 있으므로 제품명, 색상, 유리두께 등 규격을 계약서에 명확히 적어야 한다.","{""document_id"": ""DISPUTE_0007"", ""document_type"": ""DISPUTE_STANDARD"", ""source_file"": ""54. 창호공사업(1개 업종).pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""창호"", ""service_task"": ""창호 규격/자재"", ""risk_type"": [""규격미달"", ""차액환급"", ""교체시공""], ""retrieval_tags"": [""창호"", ""규격미달"", ""시공비 차액"", ""교체시공"", ""유리두께""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
DISPUTE_0008,54. 창호공사업(1개 업종).pdf,창호공사업 3),DISPUTE_STANDARD,공정거래위원회,창호,사업자 귀책 계약해제,"계약해제, 환급, 배상, 공사지연","창호, 계약해제, 선급금, 총시공비 10%, 대금정산",사업자 귀책사유로 인한 창호공사 계약해제 기준.,"공사시작 전에는 선급금 전액 환급 및 총시공비 10% 배상, 공사시작 후에는 대금정산 후 총시공비 10% 배상.",창호 공사 지연·미이행 리포트에서 계약해제 시 환급/배상 기준 안내.,"사업자 귀책으로 창호공사 계약을 해제하는 경우 공사시작 전에는 선급금 전액 환급과 총시공비 10% 배상, 공사시작 후에는 대금정산 후 총시공비 10% 배상 기준을 검토한다.","{""document_id"": ""DISPUTE_0008"", ""document_type"": ""DISPUTE_STANDARD"", ""source_file"": ""54. 창호공사업(1개 업종).pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""창호"", ""service_task"": ""사업자 귀책 계약해제"", ""risk_type"": [""계약해제"", ""환급"", ""배상"", ""공사지연""], ""retrieval_tags"": [""창호"", ""계약해제"", ""선급금"", ""총시공비 10%"", ""대금정산""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
DISPUTE_0009,54. 창호공사업(1개 업종).pdf,창호공사업 4),DISPUTE_STANDARD,공정거래위원회,창호,소비자 귀책 계약해제,"계약해제, 위약금, 실손해액","창호, 계약금, 실측, 공사착수, 실손해액",소비자 귀책사유로 인한 창호공사 계약해제 기준.,"계약 또는 실측만 한 경우 계약금을 위약금으로 하되 총 시공비의 10% 한도, 제작 또는 공사 착수 시 실손해액 배상.",소비자 요청 취소 리스크에서 취소 시점별 부담 가능성 안내.,"소비자 사정으로 창호공사 계약을 해제하는 경우, 계약 또는 실측만 했다면 총 시공비 10% 한도 내 계약금 위약금, 제작·공사 착수 후에는 사업자가 입증하는 실손해액 배상이 문제될 수 있다.","{""document_id"": ""DISPUTE_0009"", ""document_type"": ""DISPUTE_STANDARD"", ""source_file"": ""54. 창호공사업(1개 업종).pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""창호"", ""service_task"": ""소비자 귀책 계약해제"", ""risk_type"": [""계약해제"", ""위약금"", ""실손해액""], ""retrieval_tags"": [""창호"", ""계약금"", ""실측"", ""공사착수"", ""실손해액""], ""reliability_score"": 1.0, ""priority"": ""중"", ""risk_category"": ""CONTRACT""}",1,중,사용,CONTRACT
CONTRACT_STD_0001,실내건축 표준계약서(공정거래위원회).hwp,제2조,CONTRACT_STANDARD,공정거래위원회,공통,계약체결,"계약서미작성, 공사범위불명확, 계약분쟁","표준계약서, 계약서 제공, 설명 의무, 공사면허, 계약항목",시공업자의 계약서 제공·설명 의무와 필수 설명 항목.,"시공장소/일정, 공사비, 공사범위, 연체료/지체보상금, 계약해제, 하자보수 등을 소비자가 이해할 수 있도록 설명해야 함.",모든 리스크 리포트에서 계약서 작성 및 필수 항목 확인 체크리스트로 사용.,계약 체결 시 시공업자는 계약서와 공사면허 등을 제공하고 시공장소·공사일정·공사비·공사범위·연체료·지체보상금·계약해제·하자보수 조항을 설명해야 한다.,"{""document_id"": ""CONTRACT_STD_0001"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""계약체결"", ""risk_type"": [""계약서미작성"", ""공사범위불명확"", ""계약분쟁""], ""retrieval_tags"": [""표준계약서"", ""계약서 제공"", ""설명 의무"", ""공사면허"", ""계약항목""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
CONTRACT_STD_0002,실내건축 표준계약서(공정거래위원회).hwp,제3조,CONTRACT_STANDARD,공정거래위원회,공통,공사범위/내역서,"공사범위불명확, 추가비용, 자재변경","공사내역, 물량, 시공자재, 제품, 규격, 창호 유리두께",계약내용에 공사범위·물량·자재 제품·규격을 명확히 기재해야 함.,"시공업자는 소비자가 쉽게 이해하도록 공사의 범위와 물량, 시공자재의 제품·규격을 기재한 별도 내역서를 제출해야 함.",견적서/계약서에 공사 범위와 자재 스펙 명시 필요 안내.,"공사 범위와 물량, 시공자재의 제품·규격이 불명확하면 추가비용·자재분쟁이 발생할 수 있으므로 별도 내역서로 명확히 기재해야 한다.","{""document_id"": ""CONTRACT_STD_0002"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""공사범위/내역서"", ""risk_type"": [""공사범위불명확"", ""추가비용"", ""자재변경""], ""retrieval_tags"": [""공사내역"", ""물량"", ""시공자재"", ""제품"", ""규격"", ""창호 유리두께""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""EXTRA_COST""}",1,상,사용,EXTRA_COST
CONTRACT_STD_0003,실내건축 표준계약서(공정거래위원회).hwp,제5조,CONTRACT_STANDARD,공정거래위원회,공통,대금지급/하자발견,"하자보수, 대금지급거절, 계약분쟁","잔금, 하자보수, 하자보수에 갈음하는 금액, 지급거절",하자 발견 시 소비자가 하자보수 또는 하자보수에 갈음하는 금액을 청구할 수 있음.,"하자보수 또는 그에 갈음하는 금액을 청구한 경우, 그에 상응하는 공사금액 지급을 거절할 수 있음.",잔금 지급 전 검수와 하자 발견 시 대응 방법 안내.,"공사대금을 지급할 때 하자가 발견되면 하자보수 또는 하자보수에 갈음하는 금액을 청구할 수 있고, 그 금액에 상응하는 공사대금 지급을 거절할 수 있다.","{""document_id"": ""CONTRACT_STD_0003"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""대금지급/하자발견"", ""risk_type"": [""하자보수"", ""대금지급거절"", ""계약분쟁""], ""retrieval_tags"": [""잔금"", ""하자보수"", ""하자보수에 갈음하는 금액"", ""지급거절""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
CONTRACT_STD_0004,실내건축 표준계약서(공정거래위원회).hwp,제6조,CONTRACT_STANDARD,공정거래위원회,공통,공사지연,"공사지연, 지연손해금, 지체보상","공사지연, 공사완료일, 지연손해금, 연체이율",시공업자가 공사완료일을 준수하지 않을 경우 지연손해금 기준.,공사지연일부터 최종 완공일까지 소비자가 지급한 금액에 대해 연체이율을 적용한 지연손해금 지급.,공사기간이 있는 견적에서 지연 리스크와 완료일 명시 필요 안내.,시공업자가 계약서의 공사완료일을 지키지 못하면 공사지연일부터 완공일까지 지연손해금이 문제될 수 있으므로 계약서에 완료일과 지연배상 기준을 명시해야 한다.,"{""document_id"": ""CONTRACT_STD_0004"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""공사지연"", ""risk_type"": [""공사지연"", ""지연손해금"", ""지체보상""], ""retrieval_tags"": [""공사지연"", ""공사완료일"", ""지연손해금"", ""연체이율""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
CONTRACT_STD_0005,실내건축 표준계약서(공정거래위원회).hwp,제7조,CONTRACT_STANDARD,공정거래위원회,공통,계약해제/위약금,"계약해제, 위약금, 착공지연","계약해제, 착공지연, 실측, 공사착수, 실손해액",공사완성 가능성이 없거나 계약조건 위반 시 계약해제 가능성과 위약금 기준.,"계약 또는 실측만 한 경우 총 공사금액 10% 한도, 제작/공사 착수 시 실손해액 배상.",공사 취소/지연 리스크에서 취소 시점별 위약금 안내.,"시공업자의 귀책으로 공사완료가 불가능하거나 계약조건을 위반하면 계약해제를 검토할 수 있고, 귀책사유와 진행 단계에 따라 위약금 또는 실손해액 배상이 문제될 수 있다.","{""document_id"": ""CONTRACT_STD_0005"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""계약해제/위약금"", ""risk_type"": [""계약해제"", ""위약금"", ""착공지연""], ""retrieval_tags"": [""계약해제"", ""착공지연"", ""실측"", ""공사착수"", ""실손해액""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
CONTRACT_STD_0006,실내건축 표준계약서(공정거래위원회).hwp,제8조,CONTRACT_STANDARD,공정거래위원회,공통,공사변경,"추가비용, 자재변경, 공사범위변경","공사변경, 자재변경, 동질동가, 추가비용, 협의",자재 변경 또는 소비자 사정에 의한 공사내용 변경 시 협의와 비용 부담 기준.,계약한 제품 공급 불가 시 협의 후 동질·동가 제품으로 변경 가능하나 이를 이유로 공사금액 인상 불가. 소비자 사정 변경의 추가비용은 소비자가 지급.,추가공사/자재변경 리스크에서 사전 서면 협의 필요 안내.,"공사 설계·자재 변경은 소비자와 시공업자의 협의가 필요하며, 소비자 사정으로 공사내용이 변경되면 추가비용이 발생할 수 있으므로 변경 내역을 서면으로 남겨야 한다.","{""document_id"": ""CONTRACT_STD_0006"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""공사변경"", ""risk_type"": [""추가비용"", ""자재변경"", ""공사범위변경""], ""retrieval_tags"": [""공사변경"", ""자재변경"", ""동질동가"", ""추가비용"", ""협의""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""EXTRA_COST""}",1,상,사용,EXTRA_COST
CONTRACT_STD_0007,실내건축 표준계약서(공정거래위원회).hwp,제10조,CONTRACT_STANDARD,공정거래위원회,실내건축/창호,하자보수,"하자보수, 균열, 누수, 파손, 규격미달","무상수리기간, 실내건축 1년, 창호 2년, 유리 1년, 규격미달",공사완료 후 하자 발생 시 무상수리 기간과 규격미달 손해배상 기준.,"실내건축은 공사 종료 후 1년, 창호는 2년(유리 1년) 이내 무상수리. 제품이 규격 미달이면 교체시공 또는 차액 환급 등 청구 가능.",리스크 리포트에서 하자보수 기간과 규격 확인 항목으로 사용.,"공사완료 후 균열·누수·파손 등의 하자가 발생하면 실내건축은 1년, 창호는 2년(유리는 1년) 이내 무상수리 대상이 될 수 있으며, 계약 규격 미달은 교체시공이나 차액 환급을 검토할 수 있다.","{""document_id"": ""CONTRACT_STD_0007"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""실내건축/창호"", ""service_task"": ""하자보수"", ""risk_type"": [""하자보수"", ""균열"", ""누수"", ""파손"", ""규격미달""], ""retrieval_tags"": [""무상수리기간"", ""실내건축 1년"", ""창호 2년"", ""유리 1년"", ""규격미달""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
